id,home_team,away_team,temperature,humidity,attendance,match_datetime,section_encoded,venue_capacity,venue_encoded,round_encoded,weather_encoded,num_broadcasters
9492,京都,名古屋,13.3,48,9110,2006-12-02 14:04:00,34,20588,13,1,1,2
9493,C大阪,川崎F,12.1,72,9278,2006-12-02 14:04:00,34,15516,25,1,6,3
9494,福岡,甲府,11.2,40,14703,2006-12-02 14:04:00,34,22331,14,1,1,2
9495,大分,FC東京,13.1,44,20854,2006-12-02 14:04:00,34,31997,15,1,1,2
9985,FC東京,広島,14.8,54,25257,2007-03-03 14:03:00,1,47851,2,1,0,3
9986,横浜FM,甲府,14.8,58,24466,2007-03-03 14:05:00,1,71624,8,1,1,2
9987,大分,新潟,19.8,54,20039,2007-03-03 14:05:00,1,31997,15,1,0,4
9988,川崎F,鹿島,15.4,60,20295,2007-03-03 15:00:00,1,26232,6,1,5,2
9989,清水,神戸,15.3,64,18333,2007-03-03 15:03:00,1,20248,11,1,1,2
9990,浦和,横浜FC,15.2,64,57188,2007-03-03 16:03:00,1,62010,5,1,5,4
9991,G大阪,大宮,14.4,47,18355,2007-03-03 19:04:00,1,21000,0,1,1,3
9992,柏,磐田,16.9,69,10960,2007-03-04 16:00:00,1,15349,27,2,5,2
9993,名古屋,千葉,19.2,51,18410,2007-03-04 16:04:00,1,20223,4,2,0,3
9994,甲府,名古屋,15.1,26,11791,2007-03-10 14:04:00,2,15859,1,1,0,3
9995,広島,柏,7.3,75,12891,2007-03-10 14:04:00,2,36894,7,1,2,3
9996,磐田,大分,12.0,58,11452,2007-03-10 15:04:00,2,15165,17,1,10,3
9997,大宮,FC東京,13.0,34,17023,2007-03-10 16:05:00,2,62010,5,1,5,3
9998,千葉,清水,10.8,70,15373,2007-03-10 19:04:00,2,19470,9,1,1,3
9999,横浜FC,横浜FM,10.6,65,13737,2007-03-10 19:03:00,2,15440,24,1,0,2
10000,鹿島,G大阪,11.4,45,18406,2007-03-11 14:03:00,2,38620,12,2,1,3
10002,神戸,川崎F,8.7,25,14664,2007-03-11 16:03:00,2,28425,29,2,0,2
10003,大分,大宮,11.6,35,16870,2007-03-17 13:04:00,3,31997,15,1,0,2
10004,浦和,甲府,11.8,26,39494,2007-03-17 14:02:00,3,62010,5,1,0,3
10005,清水,柏,10.0,53,11460,2007-03-17 15:04:00,3,20248,11,1,1,3
10006,千葉,鹿島,7.8,53,14814,2007-03-17 16:03:00,3,19470,9,1,0,2
10007,横浜FM,神戸,8.0,45,16657,2007-03-17 16:05:00,3,71624,8,1,0,2
10008,川崎F,横浜FC,6.0,25,18621,2007-03-17 19:05:00,3,26232,6,1,1,3
10009,G大阪,広島,3.6,49,14123,2007-03-17 19:03:00,3,21000,0,1,0,2
10010,名古屋,新潟,10.1,29,11620,2007-03-18 14:03:00,3,20223,4,2,0,3
10011,FC東京,磐田,8.1,28,27046,2007-03-18 16:03:00,3,47851,2,2,0,2
10012,甲府,G大阪,15.9,37,13064,2007-03-31 14:04:00,4,15859,1,1,1,3
10013,新潟,川崎F,11.3,56,31500,2007-03-31 14:00:00,4,41684,28,1,2,1
10014,磐田,千葉,16.5,66,12379,2007-03-31 14:04:00,4,15165,17,1,1,3
10015,大宮,清水,16.1,61,7737,2007-03-31 16:00:00,4,21500,19,1,1,2
10016,広島,横浜FM,17.7,78,9337,2007-03-31 18:05:00,4,36894,7,1,1,2
10017,柏,FC東京,15.0,84,10793,2007-03-31 19:04:00,4,15349,27,1,1,2
10018,神戸,鹿島,18.6,68,10518,2007-03-31 19:04:00,4,28425,29,1,3,3
10019,横浜FC,名古屋,20.4,57,10225,2007-04-01 14:00:00,4,15440,24,2,1,1
10020,大分,浦和,15.4,74,27163,2007-04-01 16:04:00,4,31997,15,2,3,2
10021,甲府,神戸,17.4,28,8373,2007-04-07 13:01:00,5,15859,1,1,1,1
10022,FC東京,新潟,17.4,32,21092,2007-04-07 14:04:00,5,47851,2,1,1,3
10023,名古屋,広島,15.0,53,16825,2007-04-07 14:03:00,5,43739,18,1,1,2
10024,G大阪,川崎F,13.4,66,18587,2007-04-07 14:03:00,5,21000,0,1,2,2
10025,鹿島,大宮,14.6,58,10234,2007-04-07 16:00:00,5,38620,12,1,5,2
10026,横浜FM,柏,15.5,47,18960,2007-04-07 16:00:00,5,71624,8,1,1,1
10027,浦和,磐田,16.4,49,45025,2007-04-07 19:04:00,5,62010,5,1,4,4
10028,千葉,横浜FC,15.9,56,15584,2007-04-08 16:03:00,5,19470,9,2,1,2
10029,清水,大分,15.0,59,13225,2007-04-08 16:03:00,5,20248,11,2,1,2
10030,大宮,名古屋,23.1,27,6584,2007-04-14 13:00:00,6,21500,19,1,0,2
10031,横浜FC,鹿島,24.0,31,19367,2007-04-14 14:03:00,6,71624,8,1,15,2
10032,広島,甲府,19.3,40,7181,2007-04-14 14:04:00,6,36894,7,1,0,4
10033,新潟,G大阪,10.8,79,32686,2007-04-14 15:04:00,6,41684,28,1,8,3
10034,神戸,千葉,19.0,32,10983,2007-04-14 15:01:00,6,28425,29,1,0,1
10035,磐田,横浜FM,17.8,36,11864,2007-04-14 16:00:00,6,15165,17,1,0,2
10036,柏,浦和,16.9,56,35013,2007-04-15 15:05:00,6,54224,23,2,9,2
10037,川崎F,清水,19.6,44,21208,2007-04-15 15:00:00,6,26232,6,2,5,1
10038,大分,FC東京,18.7,33,17431,2007-04-15 16:04:00,6,31997,15,2,9,2
10039,FC東京,横浜FC,22.4,46,22168,2007-04-21 14:04:00,7,47851,2,1,7,3
10040,浦和,川崎F,21.9,55,50531,2007-04-21 16:03:00,7,62010,5,1,1,4
10041,千葉,大宮,19.5,70,9481,2007-04-21 16:03:00,7,19470,9,1,1,2
10042,名古屋,神戸,20.9,58,10363,2007-04-21 16:03:00,7,20223,4,1,1,3
10043,甲府,柏,18.8,54,11437,2007-04-21 18:34:00,7,15859,1,1,1,2
10044,清水,鹿島,17.6,82,12738,2007-04-21 19:04:00,7,20248,11,1,1,3
10045,広島,新潟,18.3,67,8326,2007-04-21 19:05:00,7,36894,7,1,11,2
10046,横浜FM,大分,20.8,63,17219,2007-04-22 16:01:00,7,71624,8,2,1,2
10047,G大阪,磐田,19.9,80,14495,2007-04-22 16:03:00,7,21000,0,2,6,2
10048,横浜FC,清水,24.0,31,15008,2007-04-28 13:03:00,8,71624,8,1,1,2
10049,大分,G大阪,21.1,19,20806,2007-04-28 15:05:00,8,31997,15,1,0,3
10050,大宮,甲府,13.6,60,6628,2007-04-28 16:00:00,8,21500,19,1,1,2
10051,柏,名古屋,13.2,79,11077,2007-04-28 16:53:00,8,15349,27,1,6,3
10052,神戸,FC東京,21.3,19,9213,2007-04-28 16:03:00,8,28425,29,1,0,2
10053,新潟,横浜FM,11.3,66,41283,2007-04-28 19:01:00,8,41684,28,1,1,2
10054,磐田,広島,14.4,44,10131,2007-04-28 19:04:00,8,15165,17,1,0,4
10055,川崎F,千葉,21.0,33,21804,2007-04-29 15:05:00,8,26232,6,2,0,2
10056,鹿島,浦和,18.8,24,36146,2007-04-29 16:00:00,8,38620,12,2,0,2
10057,浦和,千葉,23.7,33,57440,2007-05-03 14:04:00,9,62010,5,1,0,3
10058,甲府,横浜FC,24.1,28,16279,2007-05-03 14:04:00,9,15859,1,1,0,3
10059,柏,新潟,22.1,36,13481,2007-05-03 16:05:00,9,20000,30,1,0,3
10060,FC東京,鹿島,20.1,43,30436,2007-05-03 16:05:00,9,47851,2,1,0,3
10061,名古屋,大分,21.0,41,14146,2007-05-03 16:03:00,9,20223,4,1,0,3
10062,神戸,G大阪,21.1,49,22236,2007-05-03 16:03:00,9,28425,29,1,0,2
10063,広島,大宮,20.8,46,13220,2007-05-03 16:04:00,9,36894,7,1,1,2
10064,横浜FM,川崎F,18.3,64,33498,2007-05-03 19:04:00,9,71624,8,1,0,4
10065,清水,磐田,16.9,76,20318,2007-05-03 19:05:00,9,20248,11,1,0,2
10066,横浜FC,神戸,17.2,83,4458,2007-05-06 13:03:00,10,15440,24,1,2,2
10067,大分,広島,18.9,78,20224,2007-05-06 13:00:00,10,31997,15,1,3,1
10068,新潟,甲府,17.1,73,39507,2007-05-06 14:04:00,10,41684,28,1,2,3
10069,G大阪,清水,18.3,86,18223,2007-05-06 14:04:00,10,21000,0,1,2,3
10070,鹿島,横浜FM,19.4,73,13344,2007-05-06 15:04:00,10,38620,12,1,2,2
10071,大宮,浦和,17.8,84,33162,2007-05-06 16:01:00,10,62010,5,1,2,2
10072,川崎F,FC東京,16.9,83,14983,2007-05-06 16:04:00,10,26232,6,1,2,3
10073,磐田,名古屋,17.5,81,23142,2007-05-06 16:02:00,10,50889,31,1,6,3
10074,千葉,柏,17.9,74,11969,2007-05-06 19:03:00,10,19470,9,1,2,2
10075,横浜FM,名古屋,22.6,43,19074,2007-05-12 14:05:00,11,71624,8,1,0,2
10076,広島,横浜FC,21.8,37,13636,2007-05-12 14:04:00,11,36894,7,1,1,2
10077,清水,新潟,20.1,66,12197,2007-05-12 15:04:00,11,20248,11,1,0,3
10078,柏,大分,22.7,39,9374,2007-05-12 16:04:00,11,15349,27,1,0,3
10079,鹿島,磐田,19.9,60,13259,2007-05-12 19:00:00,11,38620,12,1,0,2
10080,FC東京,千葉,18.8,65,21821,2007-05-12 19:04:00,11,47851,2,1,0,4
10081,甲府,川崎F,26.5,19,12686,2007-05-13 14:04:00,11,15859,1,2,0,3
10082,神戸,大宮,22.2,31,7769,2007-05-13 15:03:00,11,28425,29,2,0,2
10083,浦和,G大阪,22.6,63,55258,2007-05-13 16:03:00,11,62010,5,2,0,2
10084,G大阪,柏,18.3,58,13765,2007-05-19 13:00:00,12,21000,0,1,13,1
10085,新潟,鹿島,16.6,69,38268,2007-05-19 14:04:00,12,41684,28,1,1,3
10086,名古屋,浦和,20.4,51,34347,2007-05-19 14:02:00,12,43739,18,1,3,3
10087,大分,川崎F,20.9,55,15371,2007-05-19 14:05:00,12,31997,15,1,10,2
10089,千葉,広島,20.8,63,10983,2007-05-19 16:00:00,12,19470,9,1,1,1
10090,甲府,清水,19.9,30,12422,2007-05-19 19:04:00,12,15859,1,1,1,3
10091,磐田,神戸,22.4,42,12149,2007-05-20 15:04:00,12,15165,17,2,0,3
10092,横浜FM,FC東京,21.7,29,25811,2007-05-20 16:01:00,12,71624,8,2,0,2
10093,横浜FC,大分,27.5,38,4935,2007-05-26 13:03:00,13,15440,24,1,0,2
10094,FC東京,名古屋,27.2,37,22679,2007-05-26 15:04:00,13,47851,2,1,0,3
10095,神戸,柏,25.9,42,9173,2007-05-26 15:03:00,13,28425,29,1,0,3
10096,鹿島,甲府,23.9,47,10081,2007-05-26 16:03:00,13,38620,12,1,0,3
10097,千葉,G大阪,23.7,59,14405,2007-05-26 19:04:00,13,19470,9,1,0,2
10098,広島,清水,19.6,70,10514,2007-05-26 19:04:00,13,36894,7,1,0,2
10099,浦和,横浜FM,27.9,31,51829,2007-05-27 15:04:00,13,62010,5,2,0,3
10100,川崎F,大宮,28.8,24,14033,2007-05-27 15:00:00,13,26232,6,2,5,1
10101,磐田,新潟,26.7,33,11734,2007-05-27 16:03:00,13,15165,17,2,0,2
10102,柏,大宮,24.1,44,12730,2007-06-09 13:04:00,14,20000,30,1,1,3
10103,G大阪,横浜FC,20.3,72,19752,2007-06-09 14:05:00,14,21000,0,1,7,2
10104,新潟,神戸,23.7,57,38667,2007-06-09 15:04:00,14,41684,28,1,1,3
10105,大分,鹿島,22.8,53,21804,2007-06-09 15:00:00,14,31997,15,1,1,1
10106,横浜FM,千葉,20.8,75,23028,2007-06-09 19:03:00,14,71624,8,1,2,2
10107,名古屋,川崎F,17.3,82,21190,2007-06-09 19:04:00,14,43739,18,1,3,3
10108,甲府,磐田,20.3,64,11389,2007-06-10 14:02:00,14,15859,1,2,1,1
10109,清水,FC東京,24.5,55,15322,2007-06-10 16:04:00,14,20248,11,2,0,2
10110,浦和,広島,28.8,70,38682,2007-08-01 19:32:00,14,62010,5,3,0,3
10111,神戸,大分,26.5,51,13966,2007-06-16 13:03:00,15,28425,29,1,0,2
10112,川崎F,柏,31.7,19,15244,2007-06-16 14:05:00,15,26232,6,1,0,2
10113,清水,横浜FM,25.5,64,15078,2007-06-16 15:04:00,15,20248,11,1,0,3
10114,鹿島,広島,22.1,53,10524,2007-06-16 16:00:00,15,38620,12,1,0,2
10115,G大阪,名古屋,28.5,34,20473,2007-06-16 16:04:00,15,21000,0,1,0,3
10116,大宮,新潟,22.9,49,16795,2007-06-16 19:00:00,15,21500,19,1,0,2
10117,横浜FC,磐田,23.6,44,13605,2007-06-16 19:04:00,15,71624,8,1,0,3
10118,千葉,甲府,23.4,55,13229,2007-06-17 16:03:00,15,19470,9,2,0,2
10119,FC東京,浦和,23.5,59,38439,2007-06-17 16:04:00,15,47851,2,2,0,2
10120,浦和,神戸,26.1,61,16709,2007-06-20 19:05:00,16,21500,19,1,0,3
10121,柏,鹿島,23.8,72,10273,2007-06-20 19:04:00,16,15349,27,1,0,4
10122,FC東京,甲府,24.7,65,17264,2007-06-20 19:04:00,16,47851,2,1,0,3
10123,横浜FM,G大阪,23.9,70,13956,2007-06-20 19:00:00,16,15440,24,1,0,1
10124,新潟,横浜FC,25.2,61,36182,2007-06-20 19:03:00,16,41684,28,1,0,2
10125,磐田,大宮,23.4,82,9292,2007-06-20 19:04:00,16,15165,17,1,0,3
10126,名古屋,清水,24.3,74,9416,2007-06-20 19:03:00,16,20223,4,1,0,2
10127,広島,川崎F,22.9,86,6037,2007-06-20 19:04:00,16,36894,7,1,1,2
10128,大分,千葉,23.7,82,15508,2007-06-20 19:05:00,16,31997,15,1,3,2
10129,清水,浦和,27.1,57,20300,2007-06-23 14:04:00,17,20248,11,1,0,3
10130,川崎F,磐田,29.7,32,16614,2007-06-23 15:00:00,17,26232,6,1,0,1
10131,千葉,新潟,27.6,47,15069,2007-06-23 16:03:00,17,19470,9,1,0,2
10132,横浜FC,柏,24.3,57,7232,2007-06-23 17:03:00,17,15440,24,1,0,2
10133,甲府,大分,25.3,61,11298,2007-06-23 19:04:00,17,15859,1,1,1,2
10134,G大阪,FC東京,25.8,57,15640,2007-06-23 19:01:00,17,21000,0,1,0,1
10135,神戸,広島,26.8,48,10362,2007-06-23 19:04:00,17,28425,29,1,0,3
10136,大宮,横浜FM,23.4,71,10051,2007-06-24 15:00:00,17,21500,19,2,2,3
10137,鹿島,名古屋,23.7,75,14317,2007-06-24 16:00:00,17,38620,12,2,2,2
10138,名古屋,甲府,32.5,45,10264,2007-06-30 13:03:00,18,20223,4,1,0,2
10139,横浜FC,千葉,26.9,61,43117,2007-06-30 14:06:00,18,71624,8,1,1,2
10140,鹿島,FC東京,22.8,71,15712,2007-06-30 16:00:00,18,38620,12,1,1,2
10141,大宮,G大阪,23.8,67,10049,2007-06-30 16:00:00,18,21500,19,1,1,3
10142,柏,清水,23.2,71,11489,2007-06-30 16:04:00,18,15349,27,1,1,2
10143,新潟,広島,24.1,68,40858,2007-06-30 16:03:00,18,41684,28,1,1,2
10144,川崎F,神戸,23.6,66,17299,2007-06-30 19:00:00,18,26232,6,1,13,2
10145,磐田,浦和,23.9,80,35072,2007-06-30 19:01:00,18,50889,31,1,4,2
10146,大分,横浜FM,26.3,69,20315,2007-06-30 19:04:00,18,31997,15,1,1,3
10147,浦和,柏,30.0,67,47359,2007-08-11 19:02:00,19,62010,5,1,0,2
10148,千葉,川崎F,27.5,82,16070,2007-08-11 19:04:00,19,19470,9,1,0,3
10149,FC東京,大分,29.7,60,20689,2007-08-11 19:04:00,19,47851,2,1,0,3
10150,横浜FM,横浜FC,29.3,66,53916,2007-08-11 19:00:00,19,71624,8,1,0,1
10151,清水,大宮,26.9,79,15047,2007-08-11 19:03:00,19,20248,11,1,0,2
10152,G大阪,新潟,28.8,66,18112,2007-08-11 19:03:00,19,21000,0,1,0,2
10153,神戸,磐田,28.0,78,12624,2007-08-11 19:05:00,19,28425,29,1,0,2
10154,甲府,鹿島,28.8,58,14316,2007-08-12 18:34:00,19,15859,1,2,0,2
10155,広島,名古屋,28.1,62,12595,2007-08-12 18:04:00,19,36894,7,2,0,2
10156,鹿島,千葉,29.8,73,19600,2007-08-15 19:03:00,20,38620,12,1,0,3
10157,大宮,神戸,32.6,56,6440,2007-08-15 19:00:00,20,21500,19,1,0,2
10158,柏,広島,30.2,68,10636,2007-08-15 19:04:00,20,15349,27,1,5,3
10159,川崎F,横浜FM,30.8,64,18095,2007-08-15 19:00:00,20,26232,6,1,0,2
10160,横浜FC,甲府,29.1,71,5606,2007-08-15 19:03:00,20,15440,24,1,0,2
10161,新潟,名古屋,29.4,77,42015,2007-08-15 19:01:00,20,41684,28,1,0,1
10162,磐田,FC東京,29.1,81,14854,2007-08-15 19:04:00,20,15165,17,1,0,3
10163,G大阪,浦和,30.2,64,20982,2007-08-15 19:03:00,20,21000,0,1,0,3
10164,大分,清水,29.3,63,20391,2007-08-15 19:05:00,20,31997,15,1,0,2
10165,千葉,磐田,25.8,69,16718,2007-08-18 19:03:00,21,19470,9,1,1,2
10166,FC東京,柏,26.8,67,25373,2007-08-18 18:34:00,21,47851,2,1,1,3
10167,横浜FC,G大阪,25.8,72,8426,2007-08-18 19:05:00,21,15440,24,1,1,3
10168,甲府,浦和,26.4,68,36756,2007-08-18 18:34:00,21,54224,23,1,1,2
10169,清水,川崎F,25.2,89,19073,2007-08-18 19:03:00,21,20248,11,1,2,2
10170,名古屋,横浜FM,28.2,75,15703,2007-08-18 19:03:00,21,20223,4,1,0,2
10171,広島,大分,29.1,71,10402,2007-08-18 18:05:00,21,36894,7,1,0,2
10173,神戸,新潟,24.4,81,9116,2007-08-19 19:05:00,21,35910,32,2,13,2
10174,鹿島,横浜FC,26.6,81,15957,2007-08-25 19:05:00,22,38620,12,1,0,2
10175,浦和,FC東京,28.4,74,46951,2007-08-25 19:04:00,22,62010,5,1,0,4
10176,柏,千葉,29.3,70,10801,2007-08-25 19:05:00,22,15349,27,1,0,2
10177,川崎F,G大阪,28.3,68,19789,2007-08-25 19:00:00,22,26232,6,1,0,2
10178,磐田,甲府,27.8,82,12757,2007-08-25 19:03:00,22,15165,17,1,0,3
10179,名古屋,大宮,30.7,39,10804,2007-08-25 19:03:00,22,20223,4,1,0,2
10180,大分,神戸,28.3,75,17910,2007-08-25 19:05:00,22,31997,15,1,0,2
10181,横浜FM,広島,27.8,75,19007,2007-08-26 19:03:00,22,71624,8,2,0,2
10182,新潟,清水,27.5,70,39912,2007-08-26 18:04:00,22,41684,28,2,1,2
10183,大宮,柏,24.0,76,6149,2007-08-29 19:04:00,23,21500,19,1,4,3
10184,千葉,大分,24.8,79,10447,2007-08-29 19:03:00,23,19470,9,1,1,2
10185,川崎F,名古屋,24.9,77,13185,2007-08-29 19:05:00,23,26232,6,1,2,2
10186,横浜FM,磐田,23.2,90,10828,2007-08-29 19:03:00,23,15440,24,1,6,2
10187,甲府,新潟,26.1,74,9038,2007-08-29 19:04:00,23,15859,1,1,1,2
10188,清水,横浜FC,25.6,86,14167,2007-08-29 19:03:00,23,20248,11,1,1,2
10189,G大阪,鹿島,25.4,76,16152,2007-08-29 19:04:00,23,20261,21,1,2,3
10190,神戸,浦和,26.9,80,20067,2007-08-29 19:03:00,23,35910,32,1,0,2
10191,広島,FC東京,24.3,90,7122,2007-08-29 19:04:00,23,36894,7,1,1,2
10192,鹿島,川崎F,22.1,75,14856,2007-09-01 18:30:00,24,38620,12,1,1,2
10193,浦和,大宮,22.6,73,49810,2007-09-01 18:03:00,24,62010,5,1,1,3
10194,FC東京,神戸,22.6,64,23968,2007-09-01 18:34:00,24,54224,23,1,1,3
10195,横浜FC,広島,23.0,63,6341,2007-09-01 19:04:00,24,15440,24,1,1,2
10196,新潟,千葉,24.6,63,40488,2007-09-01 19:04:00,24,41684,28,1,1,2
10197,磐田,清水,23.8,76,33678,2007-09-01 19:03:00,24,50889,31,1,1,2
10198,名古屋,G大阪,26.0,75,18425,2007-09-01 19:04:00,24,20223,4,1,0,4
10199,柏,横浜FM,23.7,62,23569,2007-09-02 18:32:00,24,54224,23,2,1,2
10200,大分,甲府,28.6,65,14830,2007-09-02 19:05:00,24,31997,15,2,0,2
10201,大宮,磐田,27.1,73,8432,2007-09-15 19:04:00,25,21500,19,1,0,3
10202,千葉,神戸,26.1,77,13272,2007-09-15 19:03:00,25,19470,9,1,0,2
10203,川崎F,大分,27.2,73,15535,2007-09-15 19:03:00,25,26232,6,1,0,3
10204,横浜FC,FC東京,26.7,74,13835,2007-09-15 19:04:00,25,54224,23,1,0,2
10205,清水,甲府,28.3,77,18108,2007-09-15 15:04:00,25,20248,11,1,0,3
10206,名古屋,鹿島,26.6,79,13949,2007-09-15 19:03:00,25,20223,4,1,1,3
10207,広島,浦和,32.5,59,22675,2007-09-15 14:05:00,25,36894,7,1,0,3
10208,新潟,柏,27.4,73,40574,2007-09-16 16:05:00,25,41684,28,2,0,2
10209,G大阪,横浜FM,28.7,72,19419,2007-09-16 19:03:00,25,21000,0,2,1,2
10210,鹿島,新潟,25.0,76,14812,2007-09-22 19:05:00,26,38620,12,1,0,2
10211,大宮,千葉,32.3,44,8449,2007-09-22 15:01:00,26,21500,19,1,0,2
10212,横浜FM,浦和,26.1,79,48166,2007-09-22 19:04:00,26,71624,8,1,0,3
10213,甲府,広島,27.7,61,11606,2007-09-22 18:34:00,26,15859,1,1,1,2
10214,神戸,名古屋,30.0,55,7793,2007-09-22 16:03:00,26,35910,32,1,5,2
10215,大分,横浜FC,29.5,66,21371,2007-09-22 13:05:00,26,31997,15,1,0,2
10216,FC東京,清水,24.7,66,30363,2007-09-23 14:03:00,26,47851,2,2,1,3
10217,磐田,G大阪,27.0,60,15797,2007-09-23 16:03:00,26,15165,17,2,1,2
10218,柏,川崎F,21.5,77,10648,2007-09-23 19:04:00,26,15349,27,2,1,2
10219,名古屋,柏,17.9,84,7553,2007-09-29 13:03:00,27,20223,33,1,2,2
10220,磐田,横浜FC,19.3,81,10752,2007-09-29 14:04:00,27,15165,17,1,6,3
10221,横浜FM,大宮,18.8,65,12923,2007-09-29 16:03:00,27,71624,8,1,2,2
10222,神戸,清水,23.4,60,9097,2007-09-29 16:03:00,27,28425,29,1,3,2
10223,G大阪,大分,19.2,68,12163,2007-09-29 19:04:00,27,21000,0,1,4,3
10224,広島,鹿島,24.6,59,13492,2007-09-30 14:04:00,27,36894,7,2,7,2
10225,川崎F,甲府,16.2,90,13438,2007-09-30 15:00:00,27,26232,6,2,2,1
10226,浦和,新潟,16.9,91,47755,2007-09-30 15:33:00,27,62010,5,2,2,3
10227,千葉,FC東京,18.2,81,15346,2007-09-30 19:02:00,27,19470,9,2,2,1
10228,鹿島,神戸,22.1,45,10503,2007-10-06 13:00:00,28,38620,12,1,0,2
10229,柏,G大阪,21.9,44,10640,2007-10-06 16:02:00,28,15349,27,1,0,3
10230,FC東京,横浜FM,23.2,30,21939,2007-10-06 14:04:00,28,47851,2,1,0,3
10231,甲府,千葉,21.4,52,14037,2007-10-06 16:05:00,28,15859,1,1,0,3
10232,新潟,大宮,22.4,43,38507,2007-10-06 15:04:00,28,41684,28,1,0,3
10233,清水,名古屋,21.5,44,14831,2007-10-06 19:04:00,28,20248,11,1,0,3
10234,広島,磐田,28.4,33,9363,2007-10-06 14:01:00,28,36894,7,1,0,1
10235,浦和,大分,23.4,50,18511,2007-10-07 15:03:00,28,21500,19,2,0,3
10236,横浜FC,川崎F,22.7,47,14208,2007-10-07 14:01:00,28,54224,23,2,0,2
10237,大宮,広島,21.0,52,11038,2007-10-20 14:00:00,29,21500,19,1,0,2
10238,千葉,浦和,18.0,75,16756,2007-10-20 19:05:00,29,19470,9,1,0,2
10239,川崎F,新潟,20.6,61,14440,2007-10-20 16:00:00,29,26232,6,1,1,2
10240,横浜FM,清水,19.2,67,25082,2007-10-20 19:03:00,29,71624,8,1,0,2
10241,磐田,鹿島,19.1,35,25961,2007-10-20 15:04:00,29,50889,31,1,0,4
10242,神戸,横浜FC,18.6,33,12318,2007-10-20 16:03:00,29,28425,29,1,0,2
10243,大分,柏,12.4,53,14671,2007-10-20 19:35:00,29,30684,26,1,0,2
10244,名古屋,FC東京,19.4,34,18025,2007-10-21 14:03:00,29,43739,18,2,0,2
10245,G大阪,甲府,20.3,33,16071,2007-10-21 14:01:00,29,21000,0,2,0,1
10246,鹿島,大分,16.8,99,8036,2007-10-27 16:00:00,30,38620,12,1,2,2
10247,柏,神戸,16.9,94,8947,2007-10-27 14:04:00,30,15349,27,1,2,3
10248,横浜FC,大宮,17.0,87,4114,2007-10-27 14:03:00,30,15440,24,1,2,2
10249,甲府,横浜FM,13.3,76,9056,2007-10-27 18:30:00,30,15859,1,1,2,1
10250,新潟,磐田,17.4,86,34446,2007-10-27 15:04:00,30,41684,28,1,2,3
10251,清水,G大阪,16.9,88,15898,2007-10-27 19:03:00,30,20248,11,1,2,2
10252,広島,千葉,22.3,59,9680,2007-10-27 13:04:00,30,36894,7,1,0,2
10253,浦和,名古屋,21.4,65,52314,2007-10-28 17:03:00,30,62010,5,2,0,2
10254,FC東京,川崎F,22.1,50,30494,2007-10-28 14:05:00,30,47851,2,2,0,2
10255,柏,横浜FC,12.8,92,8990,2007-11-10 16:04:00,31,20000,30,1,6,3
10256,横浜FM,鹿島,13.6,84,21109,2007-11-10 16:03:00,31,71624,8,1,2,2
10257,新潟,FC東京,14.9,57,37851,2007-11-10 16:04:00,31,41684,28,1,10,3
10258,名古屋,磐田,18.7,65,17529,2007-11-10 16:03:00,31,43739,18,1,1,4
10259,G大阪,千葉,19.6,60,20044,2007-11-10 16:04:00,31,21000,0,1,0,4
10260,神戸,甲府,20.1,43,11236,2007-11-10 16:04:00,31,28425,29,1,0,2
10261,清水,広島,20.8,66,16508,2007-11-11 13:03:00,31,20248,11,2,0,3
10262,大宮,大分,15.1,78,11752,2007-11-11 16:04:00,31,15491,34,2,2,3
10263,川崎F,浦和,16.1,74,23355,2007-11-11 16:04:00,31,26232,6,2,11,3
10264,鹿島,柏,17.3,33,18887,2007-11-18 14:05:00,32,38620,12,1,0,2
10265,浦和,清水,17.4,33,56368,2007-11-18 14:02:00,32,62010,5,1,0,4
10266,千葉,横浜FM,15.1,33,15678,2007-11-18 17:00:00,32,19470,9,1,0,1
10267,FC東京,G大阪,17.5,35,30157,2007-11-18 14:04:00,32,47851,2,1,0,4
10268,横浜FC,新潟,14.0,33,7751,2007-11-18 17:03:00,32,71624,8,1,0,2
10269,甲府,大宮,16.8,24,15151,2007-11-18 14:00:00,32,15859,1,1,0,2
10270,磐田,川崎F,13.4,45,13172,2007-11-18 14:03:00,32,15165,17,1,7,2
10271,広島,神戸,10.4,36,13555,2007-11-18 14:05:00,32,36894,7,1,0,3
10272,大分,名古屋,9.4,30,27811,2007-11-18 17:05:00,32,31997,15,1,0,2
10273,浦和,鹿島,13.1,43,62123,2007-11-24 14:04:00,33,62010,5,1,0,4
10274,柏,甲府,15.8,38,11021,2007-11-24 14:04:00,33,15349,27,1,0,3
10275,FC東京,大宮,13.3,43,20749,2007-11-24 14:00:00,33,47851,2,1,0,2
10276,川崎F,広島,14.7,48,16813,2007-11-24 14:05:00,33,26232,6,1,0,2
10277,横浜FM,新潟,14.1,53,24956,2007-11-24 14:03:00,33,71624,8,1,0,3
10278,清水,千葉,16.7,46,18577,2007-11-24 14:04:00,33,20248,11,1,0,3
10279,名古屋,横浜FC,14.6,33,16370,2007-11-24 14:03:00,33,20223,4,1,0,3
10280,G大阪,神戸,15.2,33,20109,2007-11-24 14:04:00,33,21000,0,1,0,3
10281,大分,磐田,17.4,41,23381,2007-11-24 14:05:00,33,31997,15,1,0,3
10282,鹿島,清水,15.1,61,31384,2007-12-01 14:34:00,34,38620,12,1,10,2
