id,home_team_player11,home_team_player10,home_team_player9,home_team_player8,home_team_player7,home_team_player6,home_team_player5,home_team_player4,home_team_player3,home_team_player2,home_team_player1,home_team_score,away_team_score,away_team_player1,away_team_player2,away_team_player3,away_team_player4,away_team_player5,away_team_player6,away_team_player7,away_team_player8,away_team_player9,away_team_player10,away_team_player11
9242,13 高松大樹 FW,9 オズマール FW,7 西山哲平 MF,17 根本裕一 MF,5 エジミウソン MF,11 トゥーリオ MF,6 梅田高志 MF,31 福元洋平 DF,4 深谷友基 DF,2 三木隆司 DF,1 西川周作 GK,1,2,1 川口能活 GK,2 鈴木秀人 DF,5 田中誠 DF,3 茶野隆行 DF,13 森下俊 DF,17 太田吉彰 MF,25 ファブリシオ MF,8 菊地直哉 MF,14 村井慎二 MF,7 名波浩 MF,22 カレンロバート FW
9243,21 ワシントン FW,10 ポンテ FW,18 小野伸二 MF,8 三都主アレサンドロ MF,17 長谷部誠 MF,13 鈴木啓太 MF,6 山田暢久 MF,20 堀之内聖 DF,4 田中マルクス闘莉王 DF,2 坪井慶介 DF,23 都築龍太 GK,0,0,22 川島永嗣 GK,4 大森征之 DF,16 増川隆洋 DF,5 古賀正紘 DF,6 有村光史 DF,8 金正友 MF,14 吉村圭司 MF,25 須藤右介 MF,7 中村直志 MF,24 本田圭佑 MF,11 玉田圭司 FW
9244,18 長谷川太郎 FW,16 バレー FW,11 宇留野純 FW,7 石原克哉 MF,8 倉貫一毅 MF,31 林健太郎 MF,4 山本英臣 DF,2 秋本倫孝 DF,20 ビジュ DF,32 杉山新 DF,1 阿部謙作 GK,0,4,21 野澤洋輔 GK,2 三田光 DF,19 海本慶治 DF,26 中野洋司 DF,5 梅山修 DF,16 寺川能人 MF,8 シルビーニョ MF,32 田中亜土夢 MF,18 鈴木慎吾 MF,14 中原貴之 FW,11 矢野貴章 FW
9245,30 桜井直人 FW,14 森田浩史 FW,11 藤本主税 MF,8 小林大悟 MF,19 片岡洋介 MF,6 ディビッドソン純マーカス MF,17 土屋征夫 DF,2 奥野誠一郎 DF,4 トニーニョ DF,22 波戸康広 DF,20 荒谷弘樹 GK,2,1,1 榎本達也 GK,3 松田直樹 DF,30 栗原勇蔵 DF,22 中澤佑二 DF,7 田中隼磨 MF,6 上野良治 MF,8 マグロン MF,5 ドゥトラ MF,17 吉田孝行 MF,9 久保竜彦 FW,19 マルケス FW
9246,18 巻誠一郎 FW,10 ハース FW,9 クルプニコビッチ MF,16 山岸智 MF,22 羽生直剛 MF,8 水野晃樹 MF,2 坂本將貴 MF,6 阿部勇樹 MF,5 ストヤノフ DF,3 斎藤大輔 DF,1 立石智紀 GK,2,1,22 吉田宗弘 GK,2 ブルーノクアドロス DF,5 前田和哉 DF,3 柳本啓成 DF,7 山田卓也 MF,23 下村東美 MF,17 酒本憲幸 MF,11 徳重隆明 MF,8 森島寛晃 FW,20 西澤明訓 FW,9 古橋達弥 FW
9247,26 平林輝良寛 FW,7 中村直志 FW,24 本田圭佑 MF,10 藤田俊哉 MF,14 吉村圭司 MF,8 金正友 MF,6 有村光史 DF,5 古賀正紘 DF,16 増川隆洋 DF,4 大森征之 DF,22 川島永嗣 GK,1,1,1 平井直人 GK,23 大久保裕樹 DF,19 登尾顕徳 DF,5 鷲田雅一 DF,7 児玉新 DF,16 斉藤大介 MF,14 中払大介 MF,8 美尾敦 MF,20 林丈統 MF,9 アレモン FW,10 パウリーニョ FW
9248,11 佐藤寿人 FW,9 上野優作 FW,6 ベット MF,8 森﨑和幸 MF,14 戸田和幸 MF,7 森﨑浩司 MF,17 服部公太 DF,18 吉弘充志 DF,4 ジニーニョ DF,5 駒野友一 DF,1 下田崇 GK,1,3,21 相澤貴志 GK,5 箕輪義信 DF,13 寺田周平 DF,2 伊藤宏樹 DF,4 井川祐輔 MF,14 中村憲剛 MF,29 谷口博之 MF,31 西山貴永 MF,11 マルクス MF,24 黒津勝 FW,10 ジュニーニョ FW
9249,9 ルーカス FW,21 サササルセード FW,27 栗澤僚一 MF,6 今野泰幸 MF,23 梶山陽平 MF,19 伊野波雅彦 MF,15 鈴木規郎 DF,2 茂庭照幸 DF,5 増嶋竜也 DF,25 徳永悠平 DF,1 土肥洋一 GK,3,1,1 川口能活 GK,2 鈴木秀人 DF,5 田中誠 DF,3 茶野隆行 DF,13 森下俊 DF,17 太田吉彰 MF,25 ファブリシオ MF,8 菊地直哉 MF,14 村井慎二 MF,7 名波浩 MF,22 カレンロバート FW
9250,9 マグノアウベス FW,8 フェルナンジーニョ FW,16 前田雅文 FW,14 家長昭博 MF,7 遠藤保仁 MF,27 橋本英郎 MF,21 加地亮 MF,6 山口智 DF,5 宮本恒靖 DF,2 シジクレイ DF,22 藤ヶ谷陽介 GK,1,0,1 小澤英明 GK,20 内田篤人 DF,3 岩政大樹 DF,4 大岩剛 DF,7 新井場徹 DF,26 増田誓志 MF,24 青木剛 MF,16 フェルナンド MF,8 小笠原満男 MF,10 本山雅志 FW,9 アレックスミネイロ FW
9251,18 チョジェジン FW,17 マルキーニョス FW,10 藤本淳吾 MF,13 兵働昭弘 MF,7 伊東輝悦 MF,16 枝村匠馬 MF,3 山西尊裕 DF,4 高木和道 DF,26 青山直晃 DF,11 森岡隆三 DF,21 西部洋平 GK,4,1,1 西川周作 GK,2 三木隆司 DF,4 深谷友基 DF,31 福元洋平 DF,6 梅田高志 MF,5 エジミウソン MF,11 トゥーリオ MF,7 西山哲平 MF,17 根本裕一 MF,9 オズマール FW,13 高松大樹 FW
9252,20 林祐征 FW,9 薮田光教 MF,10 久藤清一 MF,27 田中佑昌 MF,26 城後寿 MF,8 ホベルト MF,2 宮本亨 DF,5 千代反田充 DF,19 長野聡 DF,22 中村北斗 DF,1 水谷雄一 GK,0,1,23 都築龍太 GK,2 坪井慶介 DF,4 田中マルクス闘莉王 DF,20 堀之内聖 DF,6 山田暢久 MF,13 鈴木啓太 MF,17 長谷部誠 MF,8 三都主アレサンドロ MF,18 小野伸二 MF,10 ポンテ FW,21 ワシントン FW
9253,9 アレックスミネイロ FW,10 本山雅志 FW,8 小笠原満男 MF,25 野沢拓也 MF,26 増田誓志 MF,24 青木剛 MF,7 新井場徹 DF,4 大岩剛 DF,3 岩政大樹 DF,20 内田篤人 DF,1 小澤英明 GK,3,1,21 西部洋平 GK,11 森岡隆三 DF,2 斉藤俊秀 DF,4 高木和道 DF,3 山西尊裕 DF,16 枝村匠馬 MF,7 伊東輝悦 MF,13 兵働昭弘 MF,10 藤本淳吾 MF,17 マルキーニョス FW,18 チョジェジン FW
9254,21 ワシントン FW,10 ポンテ FW,6 山田暢久 MF,8 三都主アレサンドロ MF,17 長谷部誠 MF,13 鈴木啓太 MF,14 平川忠亮 MF,20 堀之内聖 DF,4 田中マルクス闘莉王 DF,2 坪井慶介 DF,23 都築龍太 GK,3,0,1 平井直人 GK,23 大久保裕樹 DF,19 登尾顕徳 DF,5 鷲田雅一 DF,7 児玉新 DF,18 米田兼一郎 MF,16 斉藤大介 MF,27 加藤大志 MF,8 美尾敦 MF,9 アレモン FW,20 林丈統 FW
9255,9 古橋達弥 FW,20 西澤明訓 FW,8 森島寛晃 FW,6 ゼカルロス MF,4 河村崇大 MF,23 下村東美 MF,7 山田卓也 MF,3 柳本啓成 DF,5 前田和哉 DF,2 ブルーノクアドロス DF,22 吉田宗弘 GK,0,0,1 水谷雄一 GK,22 中村北斗 DF,4 金古聖司 DF,19 長野聡 DF,3 アレックス DF,26 城後寿 MF,8 ホベルト MF,27 田中佑昌 MF,10 久藤清一 MF,9 薮田光教 MF,36 グラウシオ FW
9256,13 高松大樹 FW,8 松橋章太 FW,9 オズマール MF,17 根本裕一 MF,11 トゥーリオ MF,7 西山哲平 MF,6 梅田高志 MF,22 上本大海 DF,4 深谷友基 DF,2 三木隆司 DF,1 西川周作 GK,3,2,1 阿部謙作 GK,32 杉山新 DF,20 ビジュ DF,2 秋本倫孝 DF,4 山本英臣 DF,31 林健太郎 MF,10 藤田健 MF,8 倉貫一毅 MF,11 宇留野純 FW,16 バレー FW,18 長谷川太郎 FW
9257,11 矢野貴章 FW,14 中原貴之 FW,18 鈴木慎吾 MF,32 田中亜土夢 MF,8 シルビーニョ MF,16 寺川能人 MF,5 梅山修 DF,26 中野洋司 DF,19 海本慶治 DF,2 三田光 DF,21 野澤洋輔 GK,2,1,22 川島永嗣 GK,20 角田誠 DF,5 古賀正紘 DF,16 増川隆洋 DF,6 有村光史 DF,14 吉村圭司 MF,25 須藤右介 MF,7 中村直志 MF,24 本田圭佑 MF,10 藤田俊哉 FW,11 玉田圭司 FW
9258,21 サササルセード FW,9 ルーカス FW,27 栗澤僚一 MF,6 今野泰幸 MF,23 梶山陽平 MF,19 伊野波雅彦 MF,15 鈴木規郎 DF,2 茂庭照幸 DF,5 増嶋竜也 DF,25 徳永悠平 DF,1 土肥洋一 GK,2,3,1 立石智紀 GK,4 水本裕貴 DF,5 ストヤノフ DF,3 斎藤大輔 DF,16 山岸智 MF,15 中島浩司 MF,6 阿部勇樹 MF,2 坂本將貴 MF,22 羽生直剛 MF,9 クルプニコビッチ MF,18 巻誠一郎 FW
9259,9 久保竜彦 FW,15 大島秀夫 FW,13 平野孝 MF,5 ドゥトラ MF,35 河合竜二 MF,17 吉田孝行 MF,7 田中隼磨 MF,22 中澤佑二 DF,30 栗原勇蔵 DF,3 松田直樹 DF,1 榎本達也 GK,3,4,22 藤ヶ谷陽介 GK,2 シジクレイ DF,5 宮本恒靖 DF,6 山口智 DF,21 加地亮 MF,27 橋本英郎 MF,7 遠藤保仁 MF,10 二川孝広 MF,14 家長昭博 MF,8 フェルナンジーニョ FW,9 マグノアウベス FW
9260,10 ジュニーニョ FW,9 我那覇和樹 FW,11 マルクス MF,6 マルコン MF,29 谷口博之 MF,14 中村憲剛 MF,19 森勇介 MF,2 伊藤宏樹 DF,13 寺田周平 DF,5 箕輪義信 DF,21 相澤貴志 GK,3,1,20 荒谷弘樹 GK,22 波戸康広 DF,4 トニーニョ DF,2 奥野誠一郎 DF,17 土屋征夫 DF,6 ディビッドソン純マーカス MF,19 片岡洋介 MF,8 小林大悟 MF,11 藤本主税 MF,9 吉原宏太 FW,30 桜井直人 FW
9261,18 前田遼一 FW,10 成岡翔 MF,28 船谷圭祐 MF,25 ファブリシオ MF,23 福西崇史 MF,17 太田吉彰 MF,6 服部年宏 DF,20 金珍圭 DF,5 田中誠 DF,2 鈴木秀人 DF,1 川口能活 GK,3,0,1 下田崇 GK,5 駒野友一 DF,22 西河翔吾 DF,18 吉弘充志 DF,17 服部公太 DF,16 李漢宰 MF,25 髙柳一誠 MF,6 ベット MF,7 森﨑浩司 MF,9 上野優作 FW,11 佐藤寿人 FW
9262,11 玉田圭司 FW,10 藤田俊哉 FW,7 中村直志 MF,31 阿部翔平 MF,14 吉村圭司 MF,8 金正友 MF,28 渡邊圭二 DF,16 増川隆洋 DF,5 古賀正紘 DF,20 角田誠 DF,1 楢﨑正剛 GK,0,2,21 相澤貴志 GK,5 箕輪義信 DF,13 寺田周平 DF,2 伊藤宏樹 DF,19 森勇介 MF,14 中村憲剛 MF,29 谷口博之 MF,6 マルコン MF,11 マルクス MF,9 我那覇和樹 FW,10 ジュニーニョ FW
9263,9 マグノアウベス FW,8 フェルナンジーニョ FW,16 前田雅文 FW,14 家長昭博 MF,7 遠藤保仁 MF,27 橋本英郎 MF,21 加地亮 MF,6 山口智 DF,5 宮本恒靖 DF,2 シジクレイ DF,22 藤ヶ谷陽介 GK,1,0,1 土肥洋一 GK,25 徳永悠平 DF,3 ジャーン DF,2 茂庭照幸 DF,15 鈴木規郎 DF,6 今野泰幸 MF,23 梶山陽平 MF,16 宮沢正史 MF,27 栗澤僚一 MF,9 ルーカス FW,20 川口信男 FW
9264,14 森田浩史 FW,9 吉原宏太 FW,11 藤本主税 MF,8 小林大悟 MF,19 片岡洋介 MF,6 ディビッドソン純マーカス MF,17 土屋征夫 DF,2 奥野誠一郎 DF,4 トニーニョ DF,22 波戸康広 DF,20 荒谷弘樹 GK,2,2,1 西川周作 GK,2 三木隆司 DF,4 深谷友基 DF,22 上本大海 DF,7 西山哲平 MF,11 トゥーリオ MF,5 エジミウソン MF,17 根本裕一 MF,21 梅崎司 MF,8 松橋章太 FW,13 高松大樹 FW
9265,18 巻誠一郎 FW,9 クルプニコビッチ MF,22 羽生直剛 MF,16 山岸智 MF,7 佐藤勇人 MF,6 阿部勇樹 MF,2 坂本將貴 MF,3 斎藤大輔 DF,15 中島浩司 DF,4 水本裕貴 DF,1 立石智紀 GK,0,0,1 川口能活 GK,2 鈴木秀人 DF,5 田中誠 DF,20 金珍圭 DF,6 服部年宏 DF,17 太田吉彰 MF,23 福西崇史 MF,8 菊地直哉 MF,14 村井慎二 MF,10 成岡翔 MF,18 前田遼一 FW
9266,31 田原豊 FW,20 林丈統 FW,8 美尾敦 MF,14 中払大介 MF,16 斉藤大介 MF,18 米田兼一郎 MF,7 児玉新 DF,5 鷲田雅一 DF,19 登尾顕徳 DF,3 リカルド DF,1 平井直人 GK,1,2,1 小澤英明 GK,20 内田篤人 DF,3 岩政大樹 DF,4 大岩剛 DF,7 新井場徹 DF,24 青木剛 MF,6 本田泰人 MF,8 小笠原満男 MF,10 本山雅志 MF,19 田代有三 FW,9 アレックスミネイロ FW
9267,11 佐藤寿人 FW,10 ウェズレイ FW,9 上野優作 FW,6 ベット MF,14 戸田和幸 MF,5 駒野友一 MF,17 服部公太 DF,19 盛田剛平 DF,3 小村徳男 DF,18 吉弘充志 DF,1 下田崇 GK,1,1,22 吉田宗弘 GK,7 山田卓也 DF,14 江添建次郎 DF,2 ブルーノクアドロス DF,6 ゼカルロス DF,23 下村東美 MF,17 酒本憲幸 MF,8 森島寛晃 MF,9 古橋達弥 MF,11 徳重隆明 FW,20 西澤明訓 FW
9268,18 チョジェジン FW,17 マルキーニョス FW,13 兵働昭弘 MF,7 伊東輝悦 MF,16 枝村匠馬 MF,10 藤本淳吾 MF,3 山西尊裕 DF,4 高木和道 DF,26 青山直晃 DF,25 市川大祐 DF,21 西部洋平 GK,2,1,23 都築龍太 GK,2 坪井慶介 DF,4 田中マルクス闘莉王 DF,20 堀之内聖 DF,14 平川忠亮 MF,13 鈴木啓太 MF,17 長谷部誠 MF,8 三都主アレサンドロ MF,6 山田暢久 MF,10 ポンテ FW,21 ワシントン FW
9269,7 石原克哉 FW,16 バレー FW,11 宇留野純 FW,10 藤田健 MF,8 倉貫一毅 MF,31 林健太郎 MF,4 山本英臣 DF,2 秋本倫孝 DF,20 ビジュ DF,32 杉山新 DF,1 阿部謙作 GK,1,0,21 榎本哲也 GK,3 松田直樹 DF,22 中澤佑二 DF,35 河合竜二 DF,7 田中隼磨 MF,14 奥大介 MF,8 マグロン MF,5 ドゥトラ MF,13 平野孝 MF,9 久保竜彦 FW,15 大島秀夫 FW
9270,36 グラウシオ FW,27 田中佑昌 FW,9 薮田光教 MF,8 ホベルト MF,26 城後寿 MF,10 久藤清一 MF,3 アレックス DF,5 千代反田充 DF,4 金古聖司 DF,22 中村北斗 DF,1 水谷雄一 GK,2,0,21 野澤洋輔 GK,2 三田光 DF,19 海本慶治 DF,26 中野洋司 DF,5 梅山修 DF,16 寺川能人 MF,8 シルビーニョ MF,32 田中亜土夢 MF,18 鈴木慎吾 MF,14 中原貴之 FW,11 矢野貴章 FW
9271,19 田代有三 FW,9 アレックスミネイロ FW,10 本山雅志 MF,8 小笠原満男 MF,26 増田誓志 MF,24 青木剛 MF,7 新井場徹 DF,4 大岩剛 DF,3 岩政大樹 DF,20 内田篤人 DF,1 小澤英明 GK,4,1,1 水谷雄一 GK,22 中村北斗 DF,4 金古聖司 DF,5 千代反田充 DF,3 アレックス DF,10 久藤清一 MF,8 ホベルト MF,26 城後寿 MF,9 薮田光教 MF,27 田中佑昌 FW,36 グラウシオ FW
9272,21 ワシントン FW,6 山田暢久 FW,18 小野伸二 MF,8 三都主アレサンドロ MF,17 長谷部誠 MF,13 鈴木啓太 MF,14 平川忠亮 MF,20 堀之内聖 DF,4 田中マルクス闘莉王 DF,2 坪井慶介 DF,23 都築龍太 GK,2,0,20 荒谷弘樹 GK,22 波戸康広 DF,4 トニーニョ DF,5 冨田大介 DF,17 土屋征夫 DF,6 ディビッドソン純マーカス MF,32 小林慶行 MF,8 小林大悟 MF,16 久永辰徳 MF,14 森田浩史 FW,30 桜井直人 FW
9273,10 ジュニーニョ FW,9 我那覇和樹 FW,11 マルクス MF,6 マルコン MF,29 谷口博之 MF,14 中村憲剛 MF,19 森勇介 MF,2 伊藤宏樹 DF,3 佐原秀樹 DF,5 箕輪義信 DF,21 相澤貴志 GK,2,2,21 西部洋平 GK,25 市川大祐 DF,2 斉藤俊秀 DF,4 高木和道 DF,3 山西尊裕 DF,10 藤本淳吾 MF,16 枝村匠馬 MF,7 伊東輝悦 MF,13 兵働昭弘 MF,17 マルキーニョス FW,18 チョジェジン FW
9274,17 吉田孝行 FW,9 久保竜彦 FW,29 狩野健太 MF,24 塩川岳人 MF,8 マグロン MF,35 河合竜二 MF,7 田中隼磨 MF,4 那須大亮 DF,3 松田直樹 DF,30 栗原勇蔵 DF,21 榎本哲也 GK,2,1,1 下田崇 GK,18 吉弘充志 DF,3 小村徳男 DF,19 盛田剛平 DF,5 駒野友一 MF,14 戸田和幸 MF,25 髙柳一誠 MF,17 服部公太 MF,10 ウェズレイ FW,9 上野優作 FW,11 佐藤寿人 FW
9275,20 西澤明訓 FW,9 古橋達弥 FW,11 徳重隆明 MF,8 森島寛晃 MF,13 苔口卓也 MF,23 下村東美 MF,6 ゼカルロス DF,2 ブルーノクアドロス DF,14 江添建次郎 DF,7 山田卓也 DF,22 吉田宗弘 GK,2,2,1 平井直人 GK,3 リカルド DF,32 手島和希 DF,19 登尾顕徳 DF,7 児玉新 DF,18 米田兼一郎 MF,16 斉藤大介 MF,27 加藤大志 MF,8 美尾敦 MF,10 パウリーニョ FW,9 アレモン FW
9276,13 高松大樹 FW,9 オズマール FW,21 梅崎司 MF,17 根本裕一 MF,11 トゥーリオ MF,7 西山哲平 MF,20 高橋大輔 MF,31 福元洋平 DF,4 深谷友基 DF,2 三木隆司 DF,1 西川周作 GK,0,3,1 立石智紀 GK,4 水本裕貴 DF,3 斎藤大輔 DF,15 中島浩司 MF,2 坂本將貴 MF,7 佐藤勇人 MF,6 阿部勇樹 MF,16 山岸智 MF,9 クルプニコビッチ MF,22 羽生直剛 MF,18 巻誠一郎 FW
9277,20 川口信男 FW,24 赤嶺真吾 FW,9 ルーカス MF,16 宮沢正史 MF,23 梶山陽平 MF,6 今野泰幸 MF,15 鈴木規郎 DF,2 茂庭照幸 DF,3 ジャーン DF,25 徳永悠平 DF,1 土肥洋一 GK,2,1,1 楢﨑正剛 GK,4 大森征之 DF,5 古賀正紘 DF,16 増川隆洋 DF,31 阿部翔平 DF,8 金正友 MF,13 山口慶 MF,7 中村直志 MF,24 本田圭佑 MF,11 玉田圭司 FW,19 杉本恵太 FW
9278,18 前田遼一 FW,10 成岡翔 MF,14 村井慎二 MF,25 ファブリシオ MF,23 福西崇史 MF,17 太田吉彰 MF,6 服部年宏 DF,20 金珍圭 DF,5 田中誠 DF,3 茶野隆行 DF,1 川口能活 GK,2,0,1 阿部謙作 GK,32 杉山新 DF,2 秋本倫孝 DF,3 津田琢磨 DF,4 山本英臣 DF,31 林健太郎 MF,8 倉貫一毅 MF,10 藤田健 MF,11 宇留野純 FW,17 鶴見智美 FW,7 石原克哉 FW
9279,11 矢野貴章 FW,14 中原貴之 FW,9 ファビーニョ MF,13 宮沢克行 MF,8 シルビーニョ MF,16 寺川能人 MF,5 梅山修 DF,26 中野洋司 DF,19 海本慶治 DF,2 三田光 DF,1 北野貴之 GK,1,0,22 藤ヶ谷陽介 GK,2 シジクレイ DF,5 宮本恒靖 DF,6 山口智 DF,21 加地亮 MF,27 橋本英郎 MF,7 遠藤保仁 MF,14 家長昭博 MF,10 二川孝広 MF,8 フェルナンジーニョ FW,9 マグノアウベス FW
9280,7 石原克哉 FW,16 バレー FW,11 宇留野純 FW,10 藤田健 MF,26 保坂一成 MF,31 林健太郎 MF,4 山本英臣 DF,20 ビジュ DF,2 秋本倫孝 DF,32 杉山新 DF,1 阿部謙作 GK,1,3,1 土肥洋一 GK,25 徳永悠平 DF,3 ジャーン DF,2 茂庭照幸 DF,15 鈴木規郎 DF,6 今野泰幸 MF,23 梶山陽平 MF,16 宮沢正史 MF,9 ルーカス MF,24 赤嶺真吾 FW,20 川口信男 FW
9281,19 田代有三 FW,9 アレックスミネイロ FW,25 野沢拓也 MF,26 増田誓志 MF,8 小笠原満男 MF,6 本田泰人 MF,18 石川竜也 DF,4 大岩剛 DF,3 岩政大樹 DF,20 内田篤人 DF,1 小澤英明 GK,0,1,1 西川周作 GK,2 三木隆司 DF,4 深谷友基 DF,31 福元洋平 DF,20 高橋大輔 MF,17 根本裕一 MF,11 トゥーリオ MF,5 エジミウソン MF,21 梅崎司 MF,26 内村圭宏 FW,13 高松大樹 FW
9282,18 チョジェジン FW,17 マルキーニョス FW,13 兵働昭弘 MF,7 伊東輝悦 MF,16 枝村匠馬 MF,10 藤本淳吾 MF,3 山西尊裕 DF,24 平岡康裕 DF,2 斉藤俊秀 DF,25 市川大祐 DF,21 西部洋平 GK,1,0,22 吉田宗弘 GK,19 山崎哲也 DF,3 柳本啓成 DF,2 ブルーノクアドロス DF,6 ゼカルロス DF,7 山田卓也 MF,23 下村東美 MF,11 徳重隆明 MF,8 森島寛晃 MF,20 西澤明訓 FW,18 柿本倫明 FW
9283,9 アレモン FW,10 パウリーニョ FW,14 中払大介 MF,27 加藤大志 MF,16 斉藤大介 MF,18 米田兼一郎 MF,6 三上卓哉 DF,32 手島和希 DF,19 登尾顕徳 DF,3 リカルド DF,1 平井直人 GK,1,1,1 北野貴之 GK,2 三田光 DF,19 海本慶治 DF,26 中野洋司 DF,5 梅山修 DF,16 寺川能人 MF,8 シルビーニョ MF,13 宮沢克行 MF,9 ファビーニョ MF,14 中原貴之 FW,11 矢野貴章 FW
9284,36 グラウシオ FW,27 田中佑昌 FW,14 古賀誠史 MF,26 城後寿 MF,8 ホベルト MF,9 薮田光教 MF,3 アレックス DF,5 千代反田充 DF,4 金古聖司 DF,22 中村北斗 DF,1 水谷雄一 GK,1,2,21 相澤貴志 GK,5 箕輪義信 DF,3 佐原秀樹 DF,2 伊藤宏樹 DF,19 森勇介 MF,14 中村憲剛 MF,29 谷口博之 MF,6 マルコン MF,11 マルクス MF,9 我那覇和樹 FW,24 黒津勝 FW
9285,33 グラウ FW,11 藤本主税 MF,32 小林慶行 MF,8 小林大悟 MF,16 久永辰徳 MF,19 片岡洋介 MF,17 土屋征夫 DF,5 冨田大介 DF,4 トニーニョ DF,22 波戸康広 DF,20 荒谷弘樹 GK,0,1,1 下田崇 GK,18 吉弘充志 DF,3 小村徳男 DF,19 盛田剛平 DF,5 駒野友一 MF,14 戸田和幸 MF,6 ベット MF,17 服部公太 MF,10 ウェズレイ FW,9 上野優作 FW,11 佐藤寿人 FW
9286,18 巻誠一郎 FW,22 羽生直剛 MF,9 クルプニコビッチ MF,16 山岸智 MF,6 阿部勇樹 MF,7 佐藤勇人 MF,2 坂本將貴 MF,3 斎藤大輔 DF,5 ストヤノフ DF,4 水本裕貴 DF,1 立石智紀 GK,2,0,1 山岸範宏 GK,2 坪井慶介 DF,4 田中マルクス闘莉王 DF,19 内舘秀樹 DF,14 平川忠亮 MF,17 長谷部誠 MF,18 小野伸二 MF,8 三都主アレサンドロ MF,6 山田暢久 MF,10 ポンテ FW,21 ワシントン FW
9287,11 玉田圭司 FW,13 山口慶 FW,7 中村直志 MF,24 本田圭佑 MF,8 金正友 MF,14 吉村圭司 MF,16 増川隆洋 DF,2 秋田豊 DF,5 古賀正紘 DF,4 大森征之 DF,1 楢﨑正剛 GK,1,1,21 榎本哲也 GK,22 中澤佑二 DF,3 松田直樹 DF,4 那須大亮 DF,7 田中隼磨 MF,6 上野良治 MF,8 マグロン MF,24 塩川岳人 MF,18 清水範久 MF,9 久保竜彦 FW,17 吉田孝行 FW
9288,19 中山悟志 FW,8 フェルナンジーニョ FW,10 二川孝広 MF,14 家長昭博 MF,7 遠藤保仁 MF,27 橋本英郎 MF,21 加地亮 MF,6 山口智 DF,5 宮本恒靖 DF,2 シジクレイ DF,22 藤ヶ谷陽介 GK,2,2,1 川口能活 GK,8 菊地直哉 DF,5 田中誠 DF,20 金珍圭 DF,6 服部年宏 DF,17 太田吉彰 MF,23 福西崇史 MF,25 ファブリシオ MF,7 名波浩 MF,11 西紀寛 MF,18 前田遼一 FW
9289,24 赤嶺真吾 FW,20 川口信男 FW,9 ルーカス MF,16 宮沢正史 MF,23 梶山陽平 MF,6 今野泰幸 MF,15 鈴木規郎 DF,2 茂庭照幸 DF,3 ジャーン DF,25 徳永悠平 DF,1 土肥洋一 GK,1,2,20 荒谷弘樹 GK,22 波戸康広 DF,4 トニーニョ DF,5 冨田大介 DF,17 土屋征夫 DF,6 ディビッドソン純マーカス MF,32 小林慶行 MF,8 小林大悟 MF,11 藤本主税 MF,14 森田浩史 FW,33 グラウ FW
9290,17 吉田孝行 FW,15 大島秀夫 FW,29 狩野健太 MF,18 清水範久 MF,6 上野良治 MF,35 河合竜二 MF,4 那須大亮 DF,3 松田直樹 DF,22 中澤佑二 DF,7 田中隼磨 DF,21 榎本哲也 GK,1,1,1 立石智紀 GK,3 斎藤大輔 DF,5 ストヤノフ DF,4 水本裕貴 DF,2 坂本將貴 MF,6 阿部勇樹 MF,7 佐藤勇人 MF,16 山岸智 MF,22 羽生直剛 MF,9 クルプニコビッチ MF,18 巻誠一郎 FW
9291,18 前田遼一 FW,10 成岡翔 MF,14 村井慎二 MF,8 菊地直哉 MF,25 ファブリシオ MF,17 太田吉彰 MF,6 服部年宏 DF,20 金珍圭 DF,5 田中誠 DF,3 茶野隆行 DF,1 川口能活 GK,2,2,1 楢﨑正剛 GK,4 大森征之 DF,2 秋田豊 DF,16 増川隆洋 DF,14 吉村圭司 DF,8 金正友 MF,13 山口慶 MF,24 本田圭佑 MF,7 中村直志 MF,5 古賀正紘 FW,11 玉田圭司 FW
9292,26 内村圭宏 FW,13 高松大樹 FW,21 梅崎司 MF,5 エジミウソン MF,7 西山哲平 MF,17 根本裕一 MF,20 高橋大輔 MF,31 福元洋平 DF,4 深谷友基 DF,2 三木隆司 DF,1 西川周作 GK,2,1,1 平井直人 GK,3 リカルド DF,19 登尾顕徳 DF,5 鷲田雅一 DF,7 児玉新 DF,18 米田兼一郎 MF,16 斉藤大介 MF,27 加藤大志 MF,8 美尾敦 MF,10 パウリーニョ FW,30 松田正俊 FW
9293,11 佐藤寿人 FW,9 上野優作 FW,7 森﨑浩司 FW,17 服部公太 MF,14 戸田和幸 MF,6 ベット MF,5 駒野友一 MF,19 盛田剛平 DF,3 小村徳男 DF,18 吉弘充志 DF,1 下田崇 GK,1,0,16 神山竜一 GK,22 中村北斗 DF,4 金古聖司 DF,5 千代反田充 DF,3 アレックス DF,7 宮崎光平 MF,6 布部陽功 MF,15 吉村光示 MF,14 古賀誠史 MF,27 田中佑昌 FW,36 グラウシオ FW
